score_ae,score_iso,label
0.037541447198148725,-0.044185782769496015,normal
0.2408097144734017,-0.10526310916661326,normal
0.10533965548363595,-0.06987339047848075,normal
0.07303540430207626,-0.04718623949550176,normal
0.013569989636987703,-0.08134450258814852,normal
0.013567703353168415,-0.06181036351435462,normal
0.004787101488694454,-0.10065718575550286,normal
0.16089846915839517,-0.08785866333712389,normal
0.07352657229018117,-0.08823437723521362,normal
0.09850000493636722,-0.10986313386160956,normal
0.0016639446399310898,-0.08707096652463128,normal
0.280284598012665,-0.14194473195454987,normal
0.14291436346837402,-0.09964614988568418,normal
0.01909501001991576,-0.09139501973478684,normal
0.01605431909997307,-0.0902471900998152,normal
0.016208913826580566,-0.08965989783483115,normal
0.02902029835683817,-0.08247056799440516,normal
0.05951422646886836,-0.06082233927655745,normal
0.04524296534242694,-0.0450193170346991,normal
0.027537839404315322,-0.10599060907393068,normal
0.0757096699119839,-0.1281280342155658,normal
0.012018762298187094,-0.12168177648972411,normal
0.027641240960192184,-0.09948811684779708,normal
0.03650217745766776,-0.09407685271266036,normal
0.048714775028782,-0.1107998426478983,normal
0.12303488088247296,-0.13184466656999577,normal
0.017818868970295224,-0.09824483309896753,normal
0.05776233240265022,-0.07274293519544114,normal
0.07180037770478084,-0.05619882136657742,normal
0.003805107980512684,-0.10229692212433285,normal
0.07482664165196881,-0.09651991288573736,normal
0.014956900158193315,-0.11706793235389243,normal
0.005381114470344339,-0.08125756681499106,normal
0.23789502348055447,-0.11393714536763258,normal
0.2696504273968938,-0.057074887470352,normal
0.13218652582503013,-0.15143465967736447,normal
0.029063028797500664,-0.0943851868980985,normal
0.008222185200200498,-0.06795570643233032,normal
0.09222006104789295,-0.07264661934709983,normal
0.04640726740683187,0.02772134655921986,normal
0.01041217871635589,-0.0660079990172837,normal
0.054683778250732014,-0.12016218387368041,normal
0.002799497715478327,-0.08381856988356293,normal
0.19203383099144192,-0.15104985333865806,normal
0.023956622147254886,-0.08322398997187044,normal
0.08690046388519843,-0.11332224228003035,normal
0.029883726532609893,-0.04338438897759353,normal
0.05872887167273829,-0.1019816109838214,normal
0.0632979038385438,-0.08467063663180986,normal
0.01635108796063246,-0.10542231365617613,normal
0.27942457061889814,-0.010445945925866743,normal
0.11937963017105126,-0.09284971064471648,normal
0.2244075535433266,-0.006697718260831931,normal
0.18017215980273574,-0.04743392951526934,normal
0.072884352990662,-0.06071733090658456,normal
0.2039548303415524,-0.0652506741072992,normal
0.00741243671624925,-0.06424810807134994,normal
0.017450775570501394,-0.15710690317382442,normal
0.0037025572549465565,-0.09115533576603026,normal
0.03148256694424695,-0.04619368115262714,normal
0.039370423343537485,-0.08195588733896422,normal
0.025324835456706055,-0.136207593872143,normal
0.14116462921927472,-0.08209617802309878,normal
0.035298159962389615,-0.011835779349780348,normal
0.026384227210739936,-0.030124331378611223,normal
0.06259256665661968,-0.08248016037464127,normal
0.012151851825650309,-0.04194202891767654,normal
0.1296386876619785,-0.09466028081472208,normal
0.006198069504904721,-0.14815486347306878,normal
0.3467317071669856,-0.11697863952518217,normal
0.11835870209932091,-0.01748444925967209,normal
0.017723155240470877,-0.09095972327317217,normal
0.000442993630074838,-0.08973535917500072,normal
0.13519174219889007,-0.09199352785099522,normal
0.09816767259096358,-0.0038345364170797175,normal
0.10445303270303992,-0.014961643385517476,normal
0.11801716208348108,0.00875120933792535,normal
0.006154341241103708,-0.08636180841600205,normal
0.0355114137932986,-0.0681750204501162,normal
0.009852008368355973,-0.14066570197683165,normal
0.15908236573265783,-0.020922622955269025,normal
0.07810409533698992,-0.1267111820507174,normal
0.032145504100104076,-0.07132897744949483,normal
0.005253445264382631,-0.12389210110531376,normal
0.029799068032828297,-0.10355467306954784,normal
0.03146513705473051,-0.11349049724198801,normal
0.10463006271661927,-0.10431501042703271,normal
0.0811911487140816,-0.10156490812595914,normal
0.17458015299212118,-0.10193075179700309,normal
0.05112529067010479,-0.046666643528787716,normal
0.010189791489240152,-0.12419451172250082,normal
0.09993010754532795,-0.07117834291944533,normal
0.11443142024614913,-0.03128163390777766,normal
0.0659109995908663,-0.10052785458053584,normal
0.11791119733770916,-0.10871675562990407,normal
0.054465178520822236,-0.08922098500721004,normal
0.05917430710218136,-0.032810991665571596,normal
0.04462513551267419,-0.0722356947618657,normal
0.0020598219192090985,-0.10124857178430394,normal
0.009133394815349267,-0.060644933952478414,normal
0.002554694503444306,-0.12409168599345693,normal
0.08093836407420396,-0.052745619582282084,normal
0.030191736703607988,-0.0636557076919293,normal
0.05683497417073521,-0.09231233884555537,normal
0.19050124238767804,-0.11354343193788924,normal
0.02293910583866387,-0.1154672368913383,normal
0.042262557990613805,-0.05860730654616359,normal
0.11269993180308667,-0.03084077990043753,normal
0.020784412553391522,-0.1054923098811518,normal
0.006408342284014109,-0.06166453185794063,normal
0.027371224310964566,-0.16348108074408274,normal
0.014064668680005029,-0.10338470922628798,normal
0.21239600687045,-0.08124235731483608,normal
0.13207096643876556,-0.11638733667927334,normal
0.08027953524164248,-0.11746025499158384,normal
0.16412157844166506,-0.10671118225875545,normal
0.1302375152592445,-0.06831229086694507,normal
0.016519638108691125,-0.08749316073625499,normal
0.17846507241884488,-0.1695292493329989,normal
0.06200799215729376,-0.16482800610540266,normal
0.1317878633042853,-0.10427460711428702,normal
0.1811394119428985,-0.06169253655785792,normal
0.030618457313465477,-0.1899001937090094,normal
0.009327372809908066,-0.09998920704606523,normal
0.02069493969115051,-0.10104991426069684,normal
0.04456461541988915,-0.024466488871662084,normal
0.1363063781311156,-0.09540087246851454,normal
0.15770759775038667,-0.06468044061036286,normal
0.0005581127345320518,-0.07434971439650147,normal
0.05719009274708446,-0.165222659192288,normal
0.0432218656734937,-0.04927171133473051,normal
0.02009338706206596,-0.07138413978174848,normal
0.010214431323651746,-0.05966925441301642,normal
0.032952686388994595,0.07704950825745306,normal
0.22904968981529197,-0.16336451757994352,normal
0.031230704230517953,-0.011012134009555655,normal
0.05851622446081216,-0.09149790077601422,normal
0.09712695815046839,-0.06850684382387963,normal
0.036157959917356985,-0.08182048981204969,normal
0.28542385106333595,-0.09696945333592175,normal
0.2625607891633118,-0.10279331712955035,normal
0.023204903599376422,-0.06681965057707964,normal
0.05501274227710778,-0.14068694786686717,normal
0.028634436806323743,-0.04997683329912938,normal
0.026819974110486536,-0.09664777619541015,normal
0.0030067582212418027,-0.1252027735616143,normal
0.07523936567860745,-0.09800051431983255,normal
0.05588157062637108,-0.02971403132549709,normal
0.004228086990431398,-0.10141340348064892,normal
0.02613007368082955,-0.0656618552716152,normal
0.19110887608714724,-0.10923825102861894,normal
0.021908844171366165,-0.04968312600305522,normal
0.012522468878837581,-0.052579690448391836,normal
0.0537817687578909,-0.006055646668143538,normal
0.33952295860922077,-0.08702255781996862,normal
0.022171585084778095,-0.05325380780968374,normal
0.08921240082378347,-0.07607729841844221,normal
0.11471101009915703,-0.028165128725479424,normal
0.021706653786864462,-0.10875329550434921,normal
0.10421991427938529,-0.05019978748490876,normal
0.036681823941144324,-0.08778789184466727,normal
0.0800402998185417,-0.08256752708433991,normal
0.08030702617101106,-0.07632990062206509,normal
0.0613908199961879,-0.06991038414293291,normal
0.007570332704929677,-0.08464916172487832,normal
0.14429158353970375,-0.07141147267317895,normal
0.03094482349339173,-0.016875277697512625,normal
0.01651456852860452,-0.04058201257539126,normal
0.0033303807835476165,-0.04523381630012414,normal
0.07150227236756668,-0.09822158104095483,normal
0.09054813874138791,-0.11556963312913297,normal
0.0013381558046776495,-0.04178797767048989,normal
0.05741044676395907,-0.044958128298808235,normal
0.020545931764396612,-0.021093172969960723,normal
0.08288994732381536,-0.10415922503876918,normal
0.0153283378031307,-0.08918194621441389,normal
0.09393700220541754,-0.14557936650101738,normal
0.039116696078488146,-0.09569884424243491,normal
0.22082750542434457,-0.04013717957682211,normal
0.011835553075142316,-0.09865981516912792,normal
0.03337059471961374,-0.05438080819196705,normal
0.009635542802959713,-0.08762012423991246,normal
0.2068952317720579,-0.06703771887113757,normal
0.16786669657287953,-0.1259076555926267,normal
0.023866189604919114,-0.07659162201464396,normal
0.08630101912351316,-0.19964543883602892,normal
0.13595872581113772,-0.0874758463264794,normal
0.06481058885492065,-0.14521892974860562,normal
0.060342352815515685,-0.03176021933812736,normal
0.022150163635032253,-0.04890370588941955,normal
0.007818091237995258,-0.061333160721356764,normal
0.18200985801556183,-0.019159750913624797,normal
0.18454195421187414,-0.1179566608329935,normal
0.08021359355863078,-0.01010547208337767,normal
0.03312372078490591,-0.042712337429584614,normal
0.034365409264931514,-0.08946221148875784,normal
0.10355723437816945,-0.034575194112682235,normal
0.1819277879285802,-0.12425174049646537,normal
0.17449060555172907,-0.11298056646110693,normal
0.12108497535447227,-0.10434358892958802,normal
0.0821848554854164,-0.10115910832256061,normal
